PassengerId,Survived,Pclass,Name,Sex,Age,Ticket
848,0,3,"Markoff, Mr. Marin",male,35,349213
849,0,2,"Harper, Rev. John",male,28,248727
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,17453
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,347082
852,0,3,"Svensson, Mr. Johan",male,74,347060
853,0,3,"Boulos, Miss. Nourelain",female,9,2678
854,1,1,"Lines, Miss. Mary Conover",female,16,PC 17592
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,244252
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,392091
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,36928
858,1,1,"Daly, Mr. Peter Denis ",male,51,113055
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,2666
860,0,3,"Razi, Mr. Raihed",male,,2629
861,0,3,"Hansen, Mr. Claus Peter",male,41,350026
862,0,2,"Giles, Mr. Frederick Edward",male,21,28134
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,17466
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,CA. 2343
865,0,2,"Gill, Mr. John William",male,24,233866
866,1,2,"Bystrom, Mrs. (Karolina)",female,42,236852
867,1,2,"Duran y More, Miss. Asuncion",female,27,SC/PARIS 2149
868,0,1,"Roebling, Mr. Washington Augustus II",male,31,PC 17590
869,0,3,"van Melkebeke, Mr. Philemon",male,,345777
870,1,3,"Johnson, Master. Harold Theodor",male,4,347742
871,0,3,"Balkic, Mr. Cerin",male,26,349248
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,11751
873,0,1,"Carlsson, Mr. Frans Olof",male,33,695
874,0,3,"Vander Cruyssen, Mr. Victor",male,47,345765
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,P/PP 3381
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,2667
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,7534
878,0,3,"Petroff, Mr. Nedelio",male,19,349212
879,0,3,"Laleff, Mr. Kristo",male,,349217
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,11767
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,230433
882,0,3,"Markun, Mr. Johann",male,33,349257
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22,7552
884,0,2,"Banfield, Mr. Frederick James",male,28,C.A./SOTON 34068
885,0,3,"Sutehall, Mr. Henry Jr",male,25,SOTON/OQ 392076
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39,382652
887,0,2,"Montvila, Rev. Juozas",male,27,211536
888,1,1,"Graham, Miss. Margaret Edith",female,19,112053
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,W./C. 6607
890,1,1,"Behr, Mr. Karl Howell",male,26,111369
891,0,3,"Dooley, Mr. Patrick",male,32,370376
